iter	Passed	Remaining
182	1134	8163
183	1139	8152
184	1145	8142
185	1151	8132
186	1157	8126
187	1164	8126
188	1168	8108
189	1174	8098
190	1180	8088
191	1184	8071
192	1189	8056
193	1197	8061
194	1204	8061
195	1210	8054
196	1216	8044
197	1221	8030
198	1226	8020
199	1231	8007
200	1237	7998
201	1243	7989
202	1248	7974
203	1254	7968
204	1259	7957
205	1267	7961
206	1275	7965
207	1281	7959
208	1287	7954
209	1295	7955
210	1301	7947
211	1307	7942
212	1313	7935
213	1319	7927
214	1327	7933
215	1332	7922
216	1338	7916
217	1345	7910
218	1349	7891
219	1356	7891
220	1361	7877
221	1367	7870
222	1375	7875
223	1381	7868
224	1388	7865
225	1393	7856
226	1400	7851
227	1405	7842
228	1427	7921
229	1439	7951
230	1447	7954
231	1465	8009
232	1476	8029
233	1482	8020
234	1489	8018
235	1495	8007
236	1501	8003
237	1507	7996
238	1515	7994
239	1521	7985
240	1526	7976
241	1532	7967
242	1538	7959
243	1543	7943
244	1547	7929
245	1554	7925
246	1560	7918
247	1568	7918
248	1574	7910
249	1580	7900
250	1587	7897
251	1592	7887
252	1598	7880
253	1604	7868
254	1610	7862
255	1617	7860
256	1622	7848
257	1628	7839
258	1638	7850
259	1643	7836
260	1649	7832
261	1654	7817
262	1665	7831
263	1671	7827
264	1676	7814
265	1683	7811
266	1689	7799
267	1694	7787
268	1700	7781
269	1707	7779
270	1717	7787
271	1722	7774
272	1726	7760
273	1732	7751
274	1736	7736
275	1742	7729
276	1749	7724
277	1754	7712
278	1761	7710
279	1766	7695
280	1772	7688
281	1778	7682
282	1784	7673
283	1789	7662
284	1796	7659
285	1802	7651
286	1807	7638
287	1812	7626
288	1818	7618
289	1822	7606
290	1830	7604
291	1835	7595
292	1842	7589
293	1848	7583
294	1856	7584
295	1862	7577
296	1868	7568
297	1875	7564
298	1881	7556
299	1886	7546
300	1892	7537
301	1899	7536
302	1904	7524
303	1911	7518
304	1916	7510
305	1921	7497
306	1927	7489
307	1933	7481
308	1940	7478
309	1946	7470
310	1951	7461
311	1958	7456
312	1963	7446
313	1969	7438
314	1975	7432
315	1983	7433
316	1991	7432
317	1998	7428
318	2006	7426
319	2010	7414
320	2015	7403
321	2021	7394
322	2026	7383
323	2031	7375
324	2039	7372
325	2045	7364
326	2053	7364
327	2061	7367
328	2069	7364
329	2075	7357
330	2080	7347
331	2086	7339
332	2093	7335
333	2098	7325
334	2104	7319
335	2110	7311
336	2117	7306
337	2123	7300
338	2128	7289
339	2133	7280
340	2138	7268
341	2144	7261
342	2151	7256
343	2157	7249
344	2163	7241
345	2170	7238
346	2177	7236
347	2184	7230
348	2188	7218
349	2194	7208
350	2198	7197
351	2203	7185
352	2208	7176
353	2214	7169
354	2221	7165
355	2226	7156
356	2232	7147
357	2238	7139
358	2243	7131
359	2252	7132
360	2258	7126
361	2267	7126
362	2272	7119
363	2278	7111
364	2285	7107
365	2290	7097
366	2297	7092
367	2302	7081
368	2308	7075
369	2315	7072
370	2321	7065
371	2329	7062
372	2335	7055
373	2342	7052
374	2348	7044
375	2353	7034
376	2358	7025
377	2363	7015
378	2368	7004
379	2373	6994
380	2378	6984
381	2384	6978
382	2390	6971
383	2397	6967
384	2401	6956
385	2407	6948
386	2412	6937
387	2416	6925
388	2422	6919
389	2429	6915
390	2434	6905
391	2441	6901
392	2448	6895
393	2457	6897
394	2463	6892
395	2469	6883
396	2476	6879
397	2483	6875
398	2489	6869
399	2495	6862
400	2501	6855
401	2507	6848
402	2513	6841
403	2518	6831
404	2523	6824
405	2530	6817
406	2534	6806
407	2541	6802
408	2546	6792
409	2551	6782
410	2559	6781
411	2564	6771
412	2571	6768
413	2576	6758
414	2581	6749
415	2588	6745
416	2595	6739
417	2601	6735
418	2611	6737
419	2617	6731
420	2623	6722
421	2628	6714
422	2633	6704
423	2640	6700
424	2650	6703
425	2656	6696
426	2662	6690
427	2669	6686
428	2676	6682
429	2685	6683
430	2691	6674
431	2697	6667
432	2703	6662
433	2709	6654
434	2714	6646
435	2720	6639
436	2725	6629
437	2730	6619
438	2736	6614
439	2742	6605
440	2747	6596
441	2754	6592
442	2759	6584
443	2766	6580
444	2773	6574
445	2778	6566
446	2784	6560
447	2790	6552
448	2795	6544
449	2801	6536
450	2807	6529
451	2814	6525
452	2819	6515
453	2825	6510
454	2832	6506
455	2838	6497
456	2845	6494
457	2853	6492
458	2861	6489
459	2869	6488
460	2875	6481
461	2882	6476
462	2888	6469
463	2895	6464
464	2900	6456
465	2905	6446
466	2912	6441
467	2919	6437
468	2925	6431
469	2932	6427
470	2938	6420
471	2944	6413
472	2953	6413
473	2959	6407
474	2967	6403
475	2973	6396
476	2978	6388
477	2984	6380
478	2990	6373
479	2997	6370
480	3004	6364
481	3011	6360
482	3016	6351
