iter	Logloss
0	0.6848017594
1	0.6773414264
2	0.6725912741
3	0.6684144367
4	0.664418545
5	0.6600678682
6	0.6540949504
7	0.6478146876
8	0.6423860773
9	0.6370875506
10	0.6337655759
11	0.6274361717
12	0.6245656312
13	0.621267536
14	0.6186439236
15	0.6146010218
16	0.6108909639
17	0.6069010255
18	0.6034794191
19	0.6002096943
20	0.5978976482
21	0.5944960927
22	0.5922967453
23	0.5897147788
24	0.5879986507
25	0.5863217953
26	0.5844000003
27	0.5827069541
28	0.5794806161
29	0.5767570622
30	0.5751236491
31	0.5738498837
32	0.5714554201
33	0.5699714669
34	0.5682956057
35	0.565551512
36	0.564111755
37	0.5621640022
38	0.5610095052
39	0.5597608828
40	0.5580124212
41	0.556855604
42	0.5550416178
43	0.553523319
44	0.5519909503
45	0.5500045897
46	0.5487122297
47	0.5478686851
48	0.5466410996
49	0.5454417137
50	0.544639221
51	0.5435007753
52	0.5431000783
53	0.5420381492
54	0.5412011102
55	0.5407342927
56	0.5403020929
57	0.5394630697
58	0.5385497656
59	0.5366637698
60	0.535510248
61	0.5347331326
62	0.5343214061
63	0.5335960094
64	0.5324573576
65	0.5317079053
66	0.5301137557
67	0.5289343975
68	0.5280973802
69	0.5276152336
70	0.5271715354
71	0.5265471124
72	0.5257321313
73	0.5250995109
74	0.524356403
75	0.5236351874
76	0.5224935606
77	0.5220792803
78	0.5214637527
79	0.520741367
80	0.5200257646
81	0.5194100454
82	0.518684631
83	0.5180669464
84	0.5173682771
85	0.5169998056
86	0.5165141383
87	0.5163145792
88	0.5155951624
89	0.5149777515
90	0.5142316151
91	0.5138323902
92	0.5128644786
93	0.5126916055
94	0.5119314287
95	0.5116304158
96	0.5114294577
97	0.510950069
98	0.5108088678
99	0.5107265464
100	0.5099454466
101	0.5094693604
102	0.5091980885
103	0.5089383104
104	0.5083593025
105	0.5077939137
106	0.5073124487
107	0.5069015564
108	0.5067602472
109	0.5062486698
110	0.5056454625
111	0.5055566893
112	0.5050919225
113	0.5047081896
114	0.5040174563
115	0.5037099535
116	0.5032914615
117	0.5031228931
118	0.5028478746
119	0.5027278827
120	0.5023471439
121	0.5018713879
122	0.5015956224
123	0.501421184
124	0.5011126549
125	0.5009067034
126	0.5006961911
127	0.5004623999
128	0.5001833317
129	0.4998768932
130	0.4997559224
131	0.4993809284
132	0.4990604207
133	0.4987477556
134	0.4985818204
135	0.4982431881
136	0.4978200592
137	0.4975981336
138	0.497295277
139	0.4969585658
140	0.49678981
141	0.4962983167
142	0.4959573992
143	0.4958504463
144	0.495618915
145	0.4954092561
146	0.4952802209
147	0.4949360875
148	0.4947353426
149	0.4945775976
150	0.4943022444
151	0.4938941065
152	0.4937388266
153	0.4934199443
154	0.4932638575
155	0.492928113
156	0.4928543773
157	0.4926329282
158	0.4924791773
159	0.4922294834
160	0.4919751778
161	0.4918695962
162	0.4916748658
163	0.4915198359
164	0.4912745202
165	0.4912651346
166	0.4909541122
167	0.4908184528
168	0.4905558236
169	0.4901900758
170	0.4899344635
171	0.4896944881
172	0.4895420427
173	0.4893067538
174	0.4890278303
175	0.4887485268
176	0.4883694107
177	0.4880725547
178	0.4879788029
179	0.487733917
180	0.4873612943
181	0.4872181563
182	0.4869615383
183	0.486778366
184	0.4866646245
185	0.4864901688
186	0.486243084
187	0.4859121672
188	0.4857406054
189	0.4856067392
190	0.4854313587
191	0.4852604033
192	0.4852010231
193	0.4851091294
194	0.484938661
195	0.4848407523
196	0.4847181742
197	0.4845841824
198	0.4842209601
199	0.4839392141
200	0.4838630263
201	0.4837275813
202	0.4834253396
203	0.4833020265
204	0.4831401077
205	0.4829496653
206	0.4828527547
207	0.4826454349
208	0.482563129
209	0.4824404133
210	0.4823292443
211	0.4820721951
212	0.4817632113
213	0.4816468799
214	0.4815762257
215	0.4814194506
216	0.481308875
217	0.4812773978
218	0.4812277024
219	0.4810526894
220	0.4808828214
221	0.4808027364
222	0.4806202086
223	0.480491382
224	0.480373271
225	0.4803202246
226	0.4800980881
227	0.4800537495
228	0.4799621018
229	0.4797429082
230	0.4794978369
231	0.479391466
232	0.4792755964
233	0.4791620769
234	0.4791125938
235	0.4790030533
236	0.478869279
237	0.4787754293
238	0.4786347779
239	0.4785868277
240	0.4784660505
241	0.4783638039
242	0.478241389
243	0.4782178977
244	0.4781451895
245	0.4779608348
246	0.4778892042
247	0.4778383485
248	0.4777648233
249	0.4777308217
250	0.4775950727
251	0.4775383704
252	0.4774070918
253	0.4773009227
254	0.4772489053
255	0.4771638791
256	0.4770608448
257	0.4769045441
258	0.4767043412
259	0.4766588179
260	0.4765692027
261	0.4764656715
262	0.4763228104
263	0.4762249153
264	0.4760970468
265	0.4760579027
266	0.4759533888
267	0.4758760754
268	0.4756584694
269	0.475596245
270	0.4754530545
271	0.475316403
272	0.4751935659
273	0.475157275
274	0.475120224
275	0.4749809719
276	0.4748856728
277	0.4747582746
278	0.4745902029
279	0.4745392843
280	0.4744290551
281	0.474373576
282	0.4742024999
283	0.474069572
284	0.4738878647
285	0.4737800564
286	0.4735716517
287	0.4734691866
288	0.4733683883
289	0.4733137132
290	0.4731863396
291	0.4731190519
292	0.4730269367
293	0.4729360003
294	0.4728963787
295	0.4727287193
296	0.4726742793
297	0.472620498
298	0.4724718782
299	0.472314005
300	0.4722491987
301	0.4721950885
302	0.4720517427
303	0.4718711352
304	0.4718248163
305	0.4716940001
306	0.4716643702
307	0.471585697
308	0.4714172802
309	0.4712862939
310	0.471112845
311	0.4709774177
312	0.4709111255
313	0.4708127052
314	0.4707321577
315	0.4705882476
316	0.4705287254
317	0.4704844884
318	0.4702789252
319	0.4702178334
320	0.4700738259
321	0.4700468333
322	0.4698865277
323	0.4695943784
324	0.4694611529
325	0.469358251
326	0.4692102136
327	0.469058081
328	0.4690146624
329	0.4688974734
330	0.468749049
331	0.4686803938
332	0.4685412537
333	0.4684295165
334	0.468288093
335	0.4682002604
336	0.4680746016
337	0.4679719532
338	0.4678669552
339	0.4677806161
340	0.4676259123
341	0.467528627
342	0.4674594017
343	0.467426661
344	0.4673136473
345	0.4672107147
346	0.4670493042
347	0.4668997911
348	0.4667738747
349	0.4666431888
350	0.4665696482
351	0.4664722182
352	0.4664279343
353	0.4663602377
354	0.4662061975
355	0.4661327459
356	0.4660300733
357	0.4659469785
358	0.4658609681
359	0.4657609849
360	0.4656200678
361	0.4655007796
362	0.4654356902
363	0.4653792001
364	0.4652935581
365	0.4651934637
366	0.465103577
367	0.4650121301
368	0.4648746826
369	0.4647937653
370	0.4646176584
371	0.4645242322
372	0.4644393643
373	0.4643227179
374	0.4641759812
375	0.4640854945
376	0.4639364556
377	0.4638788434
378	0.4638192612
379	0.463696356
380	0.4635261919
381	0.4633903993
382	0.4632965604
383	0.4631645103
384	0.463025965
385	0.4628419371
386	0.4627748629
387	0.4626157184
388	0.4625265263
389	0.4623606502
390	0.4621965223
391	0.4620595933
392	0.4619328141
393	0.4618395504
394	0.4617398929
395	0.4615988782
396	0.4614724929
397	0.4613883985
398	0.4613285974
399	0.4612083704
400	0.4610145956
401	0.4608558602
402	0.4607381605
403	0.4605937118
404	0.4604528692
405	0.4603554344
406	0.4602366837
407	0.4600919639
408	0.4599910779
409	0.4598684547
410	0.4597664924
411	0.4596568718
412	0.4595014377
413	0.4594167871
414	0.4593099379
415	0.4592085748
416	0.4590704726
417	0.4589224908
418	0.4588358544
419	0.4586854121
420	0.4585850629
421	0.4584752332
422	0.4583628074
423	0.4582619626
424	0.4581152151
425	0.4580082507
426	0.4578917887
427	0.4577425519
428	0.4576282451
429	0.4575205994
430	0.457376522
431	0.4572828566
432	0.4571528698
433	0.4570493756
434	0.4569526187
435	0.4568633178
436	0.4567633645
437	0.456648307
438	0.4565523653
439	0.4564579155
440	0.4563634703
441	0.4561557656
442	0.4560323762
443	0.4559466178
444	0.455862014
445	0.4557409038
446	0.4556682242
447	0.4555259822
448	0.4554235745
449	0.4552985512
450	0.4551991601
451	0.4550955802
452	0.4549844671
453	0.4548725251
454	0.4547809118
455	0.4546256856
456	0.4545150998
457	0.4544301518
458	0.4542768473
459	0.454158453
460	0.4540633615
461	0.4539400675
462	0.4538373078
463	0.4537452586
464	0.4536599098
465	0.4535377918
466	0.4534363008
467	0.4533202735
468	0.4532228413
469	0.4530852778
470	0.4529726833
471	0.452888192
472	0.4527870099
473	0.4526818185
474	0.4525451855
475	0.452471002
476	0.4523757147
477	0.4522901642
478	0.4522117564
479	0.4521133586
480	0.4520360135
481	0.45192825
482	0.4518424896
