iter	Passed	Remaining
462	2751	6161
463	2756	6154
464	2762	6148
465	2770	6148
466	2776	6141
467	2783	6138
468	2789	6132
469	2796	6128
470	2802	6121
471	2806	6113
472	2811	6104
473	2817	6097
474	2823	6092
475	2829	6087
476	2835	6080
477	2841	6074
478	2849	6073
479	2855	6066
480	2860	6059
481	2866	6053
482	2871	6045
483	2878	6042
484	2883	6033
485	2888	6026
486	2895	6022
487	2901	6016
488	2907	6011
489	2915	6009
490	2921	6003
491	2928	5998
492	2933	5992
493	2939	5985
494	2946	5981
495	2950	5973
496	2955	5963
497	2963	5961
498	2971	5959
499	2979	5958
500	2987	5956
501	2993	5951
502	3001	5948
503	3008	5945
504	3015	5941
505	3021	5935
506	3027	5929
507	3034	5925
508	3041	5921
509	3047	5915
510	3052	5907
511	3058	5902
512	3064	5895
513	3070	5889
514	3077	5886
515	3081	5876
516	3086	5869
517	3093	5864
518	3097	5854
519	3102	5847
520	3109	5842
521	3115	5837
522	3122	5832
523	3127	5825
524	3132	5818
525	3138	5810
526	3142	5802
527	3147	5794
528	3158	5796
529	3165	5792
530	3173	5791
531	3182	5790
532	3188	5784
533	3193	5777
534	3198	5770
535	3204	5763
536	3211	5759
537	3217	5754
538	3224	5748
539	3230	5743
540	3236	5736
541	3241	5729
542	3245	5719
543	3252	5715
544	3258	5709
545	3263	5702
546	3270	5698
547	3276	5691
548	3281	5684
549	3288	5680
550	3294	5673
551	3300	5668
552	3306	5662
553	3311	5654
554	3318	5650
555	3323	5642
556	3329	5637
557	3336	5633
558	3340	5623
559	3346	5617
560	3352	5611
561	3357	5603
562	3368	5605
563	3374	5601
564	3382	5597
565	3388	5591
566	3394	5585
567	3413	5601
568	3421	5598
569	3433	5602
570	3438	5595
571	3445	5590
572	3451	5584
573	3456	5576
574	3463	5571
575	3469	5565
576	3473	5556
577	3480	5552
578	3486	5545
579	3491	5538
580	3498	5533
581	3505	5529
582	3514	5527
583	3518	5519
584	3524	5511
585	3530	5507
586	3536	5500
587	3541	5492
588	3547	5487
589	3553	5480
590	3559	5474
591	3566	5470
592	3575	5469
593	3581	5463
594	3587	5456
595	3596	5455
596	3606	5454
597	3612	5449
598	3617	5441
599	3624	5436
600	3629	5429
601	3634	5420
602	3640	5414
603	3645	5407
604	3649	5399
605	3654	5391
606	3661	5386
607	3666	5379
608	3673	5374
609	3678	5366
610	3683	5359
611	3688	5352
612	3694	5346
613	3700	5339
614	3705	5332
615	3710	5325
616	3716	5319
617	3723	5313
618	3729	5308
619	3735	5302
620	3742	5297
621	3746	5288
622	3751	5280
623	3759	5277
624	3766	5273
625	3776	5273
626	3782	5266
627	3789	5262
628	3796	5256
